L_Id,Date of Creation,Agent Category Assigned,Type of Request,Description of the Request,Location,Street Type,Region Type,Ward No,Estimated Date of Completion,Request Solution Category,Actual Date of Completion,Team Assigned,A_1,A_2,Problem Category
LM_224,04-10-2018 22:38,1,10,10,13,,4,31,05-10-2018 07:38,12,,0,5,5,0
LM_225,08-12-2018 20:23,1,2,27,13,11103,0,1,09-12-2018 05:23,4,09-12-2018 00:38,4,3,3,1
LM_226,28-12-2018 12:02,1,10,34,13,10075,0,30,28-12-2018 21:02,4,28-12-2018 15:13,34,2,2,1
LM_227,10-12-2018 03:37,1,10,3,13,11208,0,7,10-12-2018 12:37,8,10-12-2018 17:39,21,1,1,1
LM_228,06-12-2018 11:58,1,10,3,13,11215,0,7,06-12-2018 20:58,6,06-12-2018 14:04,25,1,1,1
LM_229,21-12-2018 20:38,1,2,27,13,11433,0,23,22-12-2018 05:38,8,22-12-2018 01:22,51,3,3,1
LM_230,24-12-2018 21:13,1,2,27,13,10036,0,30,25-12-2018 06:13,8,25-12-2018 03:14,22,2,2,1
LM_231,15-12-2018 18:40,1,10,2,13,11373,0,13,16-12-2018 03:40,4,15-12-2018 23:47,19,3,3,1
LM_232,02-12-2018 23:00,1,2,27,13,11230,0,7,03-12-2018 08:00,4,04-12-2018 00:40,54,1,1,1
LM_233,18-12-2018 03:05,1,11,22,0,11208,0,7,18-12-2018 12:05,7,18-12-2018 05:11,21,1,1,1
LM_234,22-12-2018 14:25,1,2,31,13,11375,0,17,22-12-2018 23:25,2,22-12-2018 15:57,27,3,3,1
LM_235,30-12-2018 11:28,1,2,27,13,10458,0,6,30-12-2018 20:28,2,30-12-2018 16:15,28,0,0,1
LM_236,17-12-2018 08:42,1,10,3,13,11101,0,26,17-12-2018 17:42,4,17-12-2018 20:59,9,3,3,1
LM_237,17-12-2018 08:57,1,8,25,10,10453,0,6,17-12-2018 17:57,9,17-12-2018 11:45,20,0,0,1
LM_238,19-12-2018 20:12,1,11,22,12,10040,3,30,20-12-2018 05:12,10,20-12-2018 08:01,3,2,2,1
LM_239,04-12-2018 22:18,1,10,14,13,11238,0,7,05-12-2018 07:18,8,05-12-2018 00:50,33,1,1,1
LM_240,10-12-2018 23:13,1,2,27,13,11368,0,11,11-12-2018 08:13,2,11-12-2018 06:10,19,3,3,1
LM_241,05-12-2018 16:12,1,2,27,13,10461,0,6,06-12-2018 01:12,4,05-12-2018 20:42,44,0,0,1
LM_242,08-12-2018 10:08,1,3,41,13,11363,0,25,08-12-2018 19:08,7,08-12-2018 15:52,47,3,3,1
LM_243,29-12-2018 19:45,1,10,2,13,11234,0,7,30-12-2018 04:45,6,30-12-2018 02:08,59,1,1,1
LM_244,21-12-2018 13:42,1,10,34,13,11215,0,7,21-12-2018 22:42,4,21-12-2018 17:48,29,1,1,1
LM_245,23-12-2018 14:26,1,2,27,13,10459,0,6,23-12-2018 23:26,4,23-12-2018 17:25,6,0,0,1
LM_246,15-12-2018 21:33,1,15,5,13,10021,2,30,16-12-2018 06:33,8,16-12-2018 00:02,34,2,2,1
LM_247,15-12-2018 16:24,1,3,41,13,11426,0,4,16-12-2018 01:24,8,17-12-2018 08:35,53,3,3,1
LM_248,10-12-2018 06:33,1,2,31,13,11433,0,23,10-12-2018 15:33,8,10-12-2018 09:35,51,3,3,1
LM_249,04-12-2018 19:27,1,11,22,12,10467,0,6,05-12-2018 04:27,7,05-12-2018 06:50,28,0,0,1
LM_250,07-12-2018 12:59,1,2,27,13,11207,0,7,07-12-2018 21:59,7,07-12-2018 20:50,21,1,1,1
LM_251,06-12-2018 00:38,1,11,22,12,11206,0,7,06-12-2018 09:38,8,06-12-2018 05:46,2,1,1,1
LM_252,17-12-2018 08:34,1,10,10,13,11234,0,7,17-12-2018 17:34,7,17-12-2018 14:53,59,1,1,1
LM_253,20-12-2018 21:35,1,2,27,13,11211,0,7,21-12-2018 06:35,4,20-12-2018 23:55,2,1,1,1
LM_254,17-12-2018 21:44,1,10,2,13,11220,0,7,18-12-2018 06:44,6,18-12-2018 04:15,29,1,1,1
LM_255,15-12-2018 00:49,1,14,23,13,11211,0,7,15-12-2018 09:49,15,15-12-2018 02:08,2,1,1,1
LM_256,29-12-2018 17:30,1,2,31,13,10470,0,6,30-12-2018 02:30,8,30-12-2018 01:17,48,0,0,1
LM_257,22-12-2018 22:54,1,14,22,13,11231,3,7,23-12-2018 07:54,6,23-12-2018 02:03,25,1,1,1
LM_258,24-12-2018 17:26,1,3,41,13,11385,0,38,25-12-2018 02:26,7,24-12-2018 20:55,23,3,3,1
LM_259,02-12-2018 18:54,1,10,3,13,11220,0,7,03-12-2018 03:54,2,03-12-2018 02:53,29,1,1,1
LM_260,24-12-2018 02:52,1,14,22,13,10468,0,6,24-12-2018 11:52,8,24-12-2018 12:30,20,0,0,1
LM_261,18-12-2018 10:01,1,10,2,13,10025,2,30,18-12-2018 19:01,7,18-12-2018 12:24,30,2,2,1
LM_262,09-12-2018 01:09,1,11,22,12,11102,3,1,09-12-2018 10:09,7,09-12-2018 03:01,4,3,3,1
LM_263,11-12-2018 02:59,1,10,2,13,11374,0,36,11-12-2018 11:59,8,11-12-2018 09:16,27,3,3,1
LM_264,24-12-2018 00:28,1,14,23,13,11225,0,7,24-12-2018 09:28,8,24-12-2018 09:59,37,1,1,1
LM_265,18-12-2018 00:09,1,10,2,13,10034,2,30,18-12-2018 09:09,8,18-12-2018 04:11,50,2,2,1
LM_266,28-12-2018 14:47,1,11,22,12,10018,0,30,28-12-2018 23:47,7,28-12-2018 17:13,22,2,2,1
LM_267,10-12-2018 23:04,1,10,2,13,11234,0,7,11-12-2018 08:04,4,11-12-2018 04:03,59,1,1,1
LM_268,08-12-2018 10:23,1,0,26,10,10467,0,6,08-12-2018 19:23,8,08-12-2018 12:21,48,0,0,1
LM_269,12-12-2018 23:02,1,2,27,13,11218,0,7,13-12-2018 08:02,4,13-12-2018 01:47,49,1,1,1
LM_270,09-12-2018 16:28,1,3,41,13,11207,0,7,10-12-2018 01:28,7,09-12-2018 21:17,21,1,1,1
LM_271,06-12-2018 13:36,1,10,34,13,11365,0,18,06-12-2018 22:36,15,06-12-2018 17:29,35,3,3,1
LM_272,21-08-2018 07:46,1,10,10,13,,4,31,21-08-2018 16:46,12,,0,5,5,2
LM_273,25-12-2018 04:04,1,10,10,13,10475,0,6,25-12-2018 13:04,8,25-12-2018 05:59,40,0,0,1
LM_274,19-12-2018 14:58,1,2,27,13,11225,0,7,19-12-2018 23:58,4,19-12-2018 17:12,37,1,1,1
LM_275,12-12-2018 02:05,1,2,27,13,11418,0,37,12-12-2018 11:05,8,12-12-2018 09:58,39,3,3,1
LM_276,17-12-2018 13:53,1,2,27,13,11415,0,24,17-12-2018 22:53,8,18-12-2018 02:11,39,3,3,1
LM_277,28-12-2018 09:50,1,10,10,13,10065,0,30,28-12-2018 18:50,15,28-12-2018 15:11,34,2,2,1
LM_278,30-11-2018 23:23,1,10,2,13,11226,0,7,01-12-2018 08:23,7,01-12-2018 03:29,58,1,1,1
LM_279,26-12-2018 00:40,1,2,27,13,11207,0,7,26-12-2018 09:40,15,26-12-2018 02:03,21,1,1,1
LM_280,27-12-2018 11:47,1,10,15,13,10029,0,30,27-12-2018 20:47,8,27-12-2018 15:58,46,2,2,1
LM_281,04-12-2018 12:57,1,0,26,10,10467,0,6,04-12-2018 21:57,10,07-12-2018 13:28,48,0,0,1
LM_282,22-12-2018 21:36,1,14,22,13,11211,0,7,23-12-2018 06:36,4,22-12-2018 23:16,2,1,1,1
LM_283,24-12-2018 17:51,1,3,41,13,10025,0,30,25-12-2018 02:51,6,24-12-2018 19:44,38,2,2,1
LM_284,29-12-2018 10:25,1,10,15,13,11236,0,7,29-12-2018 19:25,4,29-12-2018 15:47,59,1,1,1
LM_285,11-12-2018 21:03,1,2,27,13,11225,0,7,12-12-2018 06:03,4,12-12-2018 14:10,37,1,1,1
LM_286,09-12-2018 22:43,1,14,23,13,10031,0,30,10-12-2018 07:43,7,10-12-2018 00:49,38,2,2,1
LM_287,05-12-2018 02:14,1,11,1,12,10028,0,30,05-12-2018 11:14,6,05-12-2018 05:36,34,2,2,1
LM_288,18-12-2018 08:52,1,2,27,13,11101,0,26,18-12-2018 17:52,8,18-12-2018 10:52,4,3,3,1
LM_289,06-12-2018 11:23,1,2,31,13,11217,0,7,06-12-2018 20:23,4,06-12-2018 14:04,25,1,1,1
LM_290,20-12-2018 01:28,1,10,3,13,11208,0,7,20-12-2018 10:28,6,20-12-2018 07:19,21,1,1,1
LM_291,03-12-2018 21:23,1,2,27,13,11211,0,7,04-12-2018 06:23,6,03-12-2018 22:40,2,1,1,1
LM_292,18-12-2018 20:54,1,16,25,13,11208,1,7,19-12-2018 05:54,11,18-12-2018 22:34,21,1,1,1
LM_293,08-12-2018 16:16,1,10,3,13,10466,0,6,09-12-2018 01:16,8,10-12-2018 03:10,48,0,0,1
LM_294,09-12-2018 19:35,1,2,27,13,11237,0,7,10-12-2018 04:35,8,09-12-2018 21:48,17,1,1,1
LM_295,06-12-2018 11:21,1,3,41,13,10303,1,45,06-12-2018 20:21,7,06-12-2018 14:29,5,4,4,1
LM_296,26-12-2018 04:46,1,5,0,0,11374,0,36,26-12-2018 13:46,8,26-12-2018 06:39,27,3,3,1
LM_297,04-12-2018 02:54,1,15,6,13,10452,2,6,04-12-2018 11:54,8,09-12-2018 03:51,16,0,0,1
LM_298,30-12-2018 10:21,1,2,27,13,11209,0,7,30-12-2018 19:21,7,30-12-2018 13:20,41,1,1,1
LM_299,21-12-2018 19:12,1,18,11,13,11208,2,7,22-12-2018 04:12,4,22-12-2018 00:28,21,1,1,1
LM_300,13-12-2018 09:40,1,2,31,13,11368,0,11,13-12-2018 18:40,2,13-12-2018 14:21,19,3,3,1
LM_301,25-12-2018 03:59,1,13,23,7,11374,2,36,25-12-2018 12:59,7,25-12-2018 06:03,27,3,3,1
LM_302,26-12-2018 21:57,1,0,29,10,11221,0,7,27-12-2018 06:57,8,27-12-2018 01:20,12,1,1,1
LM_303,17-12-2018 21:08,1,14,23,13,10075,0,30,18-12-2018 06:08,15,18-12-2018 00:20,34,2,2,1
LM_304,30-12-2018 01:32,1,2,27,13,11218,0,7,30-12-2018 10:32,2,30-12-2018 04:09,49,1,1,1
LM_305,07-12-2018 23:08,1,10,34,13,11209,0,7,08-12-2018 08:08,7,08-12-2018 02:17,41,1,1,1
LM_306,19-06-2018 23:49,1,10,3,13,,4,31,20-06-2018 08:49,12,,0,5,5,2
LM_307,26-12-2018 02:04,1,15,17,13,10001,2,30,26-12-2018 11:04,8,26-12-2018 05:39,18,2,2,1
LM_308,26-12-2018 21:36,1,2,27,13,10466,0,6,27-12-2018 06:36,6,27-12-2018 10:29,48,0,0,1
LM_309,05-12-2018 21:08,1,10,34,13,11230,0,7,06-12-2018 06:08,7,06-12-2018 01:32,49,1,1,1
LM_310,24-07-2018 18:46,1,10,3,13,,4,31,25-07-2018 03:46,12,,0,5,5,2
LM_311,03-12-2018 19:57,1,2,31,13,11435,0,23,04-12-2018 04:57,4,04-12-2018 01:20,35,3,3,1
LM_312,12-12-2018 20:54,1,11,22,0,11238,0,7,13-12-2018 05:54,10,13-12-2018 02:51,12,1,1,1
LM_313,22-12-2018 11:47,1,5,21,13,10451,1,6,22-12-2018 20:47,8,22-12-2018 23:51,16,0,0,1
LM_314,06-12-2018 22:50,1,10,10,13,11223,0,7,07-12-2018 07:50,6,07-12-2018 01:22,45,1,1,1
LM_315,28-12-2018 20:25,1,2,27,13,11212,0,7,29-12-2018 05:25,4,28-12-2018 23:24,58,1,1,1
LM_316,26-12-2018 11:03,1,2,31,13,11228,0,7,26-12-2018 20:03,2,26-12-2018 12:35,41,1,1,1
LM_317,29-12-2018 15:58,1,10,34,13,11220,0,7,30-12-2018 00:58,8,29-12-2018 23:24,29,1,1,1
LM_318,15-12-2018 20:23,1,0,26,10,11208,0,7,16-12-2018 05:23,8,16-12-2018 06:25,21,1,1,1
LM_319,02-12-2018 17:39,1,2,31,13,11203,0,7,03-12-2018 02:39,8,03-12-2018 10:04,58,1,1,1
LM_320,27-12-2018 00:58,1,2,27,13,10467,0,6,27-12-2018 09:58,2,27-12-2018 03:16,44,0,0,1
LM_321,09-12-2018 23:04,1,14,22,13,10025,0,30,10-12-2018 08:04,8,10-12-2018 00:38,30,2,2,1
LM_322,01-12-2018 20:39,1,10,34,13,10467,0,6,02-12-2018 05:39,4,02-12-2018 03:13,28,0,0,1
LM_323,12-12-2018 18:35,1,10,10,13,11206,0,7,13-12-2018 03:35,6,12-12-2018 22:08,12,1,1,1
LM_324,06-12-2018 19:25,1,14,22,13,11201,2,7,07-12-2018 04:25,7,06-12-2018 21:27,7,1,1,1
LM_325,13-12-2018 05:02,1,15,17,13,10011,0,30,13-12-2018 14:02,8,13-12-2018 07:08,8,2,2,1
LM_326,16-12-2018 13:26,1,10,34,13,11101,2,26,16-12-2018 22:26,8,17-12-2018 07:16,9,3,3,1
LM_327,09-12-2018 00:23,1,2,27,13,11214,2,7,09-12-2018 09:23,7,09-12-2018 10:55,52,1,1,1
LM_328,06-12-2018 16:50,1,3,41,13,11229,0,7,07-12-2018 01:50,10,07-12-2018 00:19,56,1,1,1
LM_329,27-12-2018 15:04,1,3,41,13,11422,0,40,28-12-2018 00:04,7,27-12-2018 22:57,53,3,3,1
LM_330,12-12-2018 11:17,1,10,34,13,10022,1,30,12-12-2018 20:17,2,12-12-2018 15:28,26,2,2,1
LM_331,23-12-2018 00:48,1,2,27,13,11233,0,7,23-12-2018 09:48,2,23-12-2018 05:10,57,1,1,1
LM_332,01-12-2018 00:42,1,10,34,13,11229,0,7,01-12-2018 09:42,4,01-12-2018 08:09,56,1,1,1
LM_333,21-12-2018 19:44,1,10,34,13,11434,0,23,22-12-2018 04:44,6,22-12-2018 00:41,51,3,3,1
LM_334,06-09-2018 02:26,1,10,10,13,,4,31,06-09-2018 11:26,12,,0,5,5,0
LM_335,30-12-2018 12:32,1,20,20,13,10012,0,30,30-12-2018 21:32,7,30-12-2018 15:09,8,2,2,1
LM_336,11-12-2018 00:12,1,11,22,0,11237,0,7,11-12-2018 09:12,8,11-12-2018 03:42,17,1,1,1
LM_337,06-12-2018 21:51,1,10,34,13,11434,0,23,07-12-2018 06:51,10,06-12-2018 23:39,51,3,3,1
LM_338,29-12-2018 23:00,1,2,31,13,11368,0,11,30-12-2018 08:00,2,30-12-2018 02:57,14,3,3,1
LM_339,30-11-2018 16:56,1,15,6,13,11226,2,7,01-12-2018 01:56,6,30-11-2018 18:24,54,1,1,1
LM_340,15-12-2018 12:08,1,10,34,13,11205,0,7,15-12-2018 21:08,2,15-12-2018 13:35,12,1,1,1
LM_341,18-12-2018 15:42,1,15,6,13,11435,0,23,19-12-2018 00:42,8,18-12-2018 17:15,51,3,3,1
LM_342,08-12-2018 10:51,1,0,28,9,11421,0,48,08-12-2018 19:51,8,08-12-2018 14:53,39,3,3,1
LM_343,06-12-2018 11:07,1,2,27,13,11417,0,33,06-12-2018 20:07,8,06-12-2018 18:12,43,3,3,1
LM_344,10-12-2018 13:26,1,2,27,13,11233,0,7,10-12-2018 22:26,8,10-12-2018 20:19,33,1,1,1
LM_345,19-12-2018 12:34,1,10,2,13,11228,0,7,19-12-2018 21:34,4,19-12-2018 14:44,41,1,1,1
LM_346,23-12-2018 17:55,1,11,22,12,10031,0,30,24-12-2018 02:55,8,23-12-2018 19:33,38,2,2,1
LM_347,19-12-2018 23:07,1,2,27,13,11373,0,13,20-12-2018 08:07,8,20-12-2018 03:28,19,3,3,1
LM_348,22-12-2018 18:10,1,2,31,13,10469,0,6,23-12-2018 03:10,4,23-12-2018 15:55,48,0,0,1
LM_349,29-12-2018 14:34,1,10,2,13,11228,0,7,29-12-2018 23:34,8,29-12-2018 16:33,45,1,1,1
LM_350,19-12-2018 02:27,1,10,2,13,10312,0,45,19-12-2018 11:27,8,19-12-2018 06:54,15,4,4,1
LM_351,02-12-2018 20:46,1,2,31,13,11369,0,12,03-12-2018 05:46,4,03-12-2018 01:06,14,3,3,1
LM_352,02-12-2018 18:29,1,10,3,13,10017,0,30,03-12-2018 03:29,8,02-12-2018 21:24,26,2,2,1
LM_353,16-05-2018 01:35,1,2,27,13,,4,31,16-05-2018 10:35,13,,0,5,5,0
LM_354,07-12-2018 09:15,1,2,27,13,11355,0,16,07-12-2018 18:15,2,07-12-2018 11:11,31,3,3,1
LM_355,18-12-2018 09:41,1,10,2,13,11209,0,7,18-12-2018 18:41,6,18-12-2018 10:54,41,1,1,1
LM_356,10-12-2018 00:33,1,14,22,13,10024,2,30,10-12-2018 09:33,8,10-12-2018 02:50,30,2,2,1
LM_357,16-12-2018 20:42,1,15,17,13,10019,0,30,17-12-2018 05:42,6,16-12-2018 23:47,22,2,2,1
LM_358,17-12-2018 11:08,1,2,27,13,11238,0,7,17-12-2018 20:08,8,17-12-2018 14:09,7,1,1,1
LM_359,05-12-2018 15:11,1,2,27,13,11206,0,7,06-12-2018 00:11,4,05-12-2018 23:04,12,1,1,1
LM_360,06-12-2018 12:28,1,10,3,13,10456,0,6,06-12-2018 21:28,7,07-12-2018 02:30,11,0,0,1
LM_361,22-12-2018 00:07,1,15,6,13,11419,0,43,22-12-2018 09:07,8,22-12-2018 05:29,43,3,3,1
LM_362,18-12-2018 21:46,1,2,27,13,11368,0,11,19-12-2018 06:46,7,18-12-2018 23:41,14,3,3,1
LM_363,15-12-2018 08:51,1,2,27,13,11355,0,16,15-12-2018 17:51,2,15-12-2018 11:39,31,3,3,1
LM_364,30-11-2018 15:52,1,15,6,13,11226,2,7,01-12-2018 00:52,6,30-11-2018 18:23,54,1,1,1
LM_365,11-12-2018 14:33,1,10,10,13,11368,0,11,11-12-2018 23:33,7,11-12-2018 17:27,19,3,3,1
LM_366,05-12-2018 00:22,1,10,2,13,10453,0,6,05-12-2018 09:22,8,05-12-2018 09:49,20,0,0,1
LM_367,06-12-2018 10:31,1,2,27,13,10019,0,30,06-12-2018 19:31,6,06-12-2018 19:09,22,2,2,1
LM_368,19-12-2018 13:02,1,2,27,13,11203,0,7,19-12-2018 22:02,2,19-12-2018 15:08,37,1,1,1
LM_369,25-12-2018 14:05,1,11,23,12,10032,0,30,25-12-2018 23:05,8,25-12-2018 17:32,50,2,2,1
LM_370,24-12-2018 14:41,1,13,22,7,10009,2,30,24-12-2018 23:41,7,24-12-2018 16:06,13,2,2,1
LM_371,11-12-2018 02:44,1,11,22,12,11216,0,7,11-12-2018 11:44,6,11-12-2018 04:39,12,1,1,1
LM_372,14-12-2018 17:28,1,3,41,13,10465,2,6,15-12-2018 02:28,10,15-12-2018 06:21,40,0,0,1
LM_373,13-12-2018 22:58,1,10,15,13,11214,2,7,14-12-2018 07:58,4,14-12-2018 05:05,45,1,1,1
LM_374,12-12-2018 22:41,1,11,22,12,11222,0,7,13-12-2018 07:41,8,13-12-2018 00:00,2,1,1,1
LM_375,14-12-2018 20:24,1,10,2,13,11377,0,49,15-12-2018 05:24,2,14-12-2018 22:55,9,3,3,1
LM_376,08-12-2018 20:48,1,2,27,13,11374,0,36,09-12-2018 05:48,4,09-12-2018 00:31,27,3,3,1
LM_377,12-12-2018 11:47,1,10,3,13,10037,0,30,12-12-2018 20:47,7,12-12-2018 14:23,46,2,2,1
LM_378,16-05-2018 03:11,1,11,22,0,,4,31,16-05-2018 12:11,12,,0,5,5,0
LM_379,10-12-2018 06:47,1,2,27,13,11421,0,48,10-12-2018 15:47,4,10-12-2018 08:32,39,3,3,1
LM_380,07-12-2018 10:47,1,2,31,13,11249,0,7,07-12-2018 19:47,6,07-12-2018 12:21,2,1,1,1
LM_381,03-12-2018 19:02,1,10,10,13,11220,0,7,04-12-2018 04:02,10,04-12-2018 03:41,29,1,1,1
LM_382,10-12-2018 08:02,1,2,31,13,11207,0,7,10-12-2018 17:02,15,10-12-2018 18:22,21,1,1,1
LM_383,21-12-2018 17:33,1,0,26,10,11436,0,23,22-12-2018 02:33,8,22-12-2018 01:28,51,3,3,1
LM_384,01-12-2018 15:23,1,2,27,13,11218,0,7,02-12-2018 00:23,15,01-12-2018 16:33,49,1,1,1
LM_385,26-12-2018 15:54,1,10,14,13,10009,0,30,27-12-2018 00:54,8,26-12-2018 17:12,13,2,2,1
LM_386,25-12-2018 11:21,1,2,31,13,11102,0,1,25-12-2018 20:21,7,25-12-2018 12:41,4,3,3,1
LM_387,01-12-2018 14:20,1,0,29,13,10461,2,6,01-12-2018 23:20,7,01-12-2018 18:26,40,0,0,1
LM_388,20-12-2018 22:31,1,2,27,13,11433,0,23,21-12-2018 07:31,8,21-12-2018 01:30,51,3,3,1
LM_389,10-12-2018 15:41,1,2,31,13,11436,0,23,11-12-2018 00:41,4,10-12-2018 18:55,51,3,3,1
LM_390,30-12-2018 11:39,1,2,27,13,10466,0,6,30-12-2018 20:39,2,30-12-2018 17:09,48,0,0,1
LM_391,30-12-2018 13:22,1,18,11,13,10019,2,30,30-12-2018 22:22,6,30-12-2018 18:34,22,2,2,1
LM_392,16-12-2018 20:16,1,10,34,13,10017,2,30,17-12-2018 05:16,7,17-12-2018 02:10,26,2,2,1
LM_393,28-12-2018 14:39,1,3,41,13,11420,0,42,28-12-2018 23:39,10,29-12-2018 10:40,43,3,3,1
LM_394,25-12-2018 17:03,1,11,22,12,11205,0,7,26-12-2018 02:03,8,26-12-2018 01:12,7,1,1,1
LM_395,01-12-2018 16:29,1,2,27,13,10458,0,6,02-12-2018 01:29,4,01-12-2018 22:51,28,0,0,1
LM_396,12-12-2018 00:44,1,10,2,13,11218,0,7,12-12-2018 09:44,2,12-12-2018 02:40,49,1,1,1
LM_397,29-12-2018 22:34,1,2,27,13,10466,0,6,30-12-2018 07:34,2,30-12-2018 12:25,48,0,0,1
LM_398,28-12-2018 18:34,1,2,27,13,11354,0,16,29-12-2018 03:34,4,29-12-2018 04:31,31,3,3,1
LM_399,12-12-2018 18:11,1,10,14,13,10036,0,30,13-12-2018 03:11,6,12-12-2018 21:32,18,2,2,1
LM_400,20-07-2018 16:52,1,10,3,6,11207,0,7,21-07-2018 01:52,8,,17,1,1,2
LM_401,02-12-2018 07:46,1,2,31,13,10466,0,6,02-12-2018 16:46,7,04-12-2018 00:54,48,0,0,1
LM_402,03-12-2018 15:00,1,18,11,13,10461,2,6,04-12-2018 00:00,10,03-12-2018 18:26,40,0,0,1
LM_403,26-12-2018 20:10,1,10,2,13,10461,0,6,27-12-2018 05:10,4,26-12-2018 23:58,44,0,0,1
LM_404,19-12-2018 03:30,1,11,23,0,10021,0,30,19-12-2018 12:30,6,19-12-2018 04:59,34,2,2,1
LM_405,13-11-2018 17:12,1,10,14,13,,4,31,14-11-2018 02:12,12,,0,5,5,0
LM_406,13-12-2018 21:06,1,2,27,13,10456,0,6,14-12-2018 06:06,4,14-12-2018 02:43,16,0,0,1
LM_407,08-12-2018 19:15,1,2,27,13,10456,0,6,09-12-2018 04:15,7,09-12-2018 04:34,16,0,0,1
LM_408,13-12-2018 21:56,1,2,31,13,11214,0,7,14-12-2018 06:56,2,14-12-2018 04:15,45,1,1,1
LM_409,08-12-2018 00:09,1,11,22,0,10021,0,30,08-12-2018 09:09,8,08-12-2018 03:08,34,2,2,1
LM_410,21-12-2018 01:48,1,10,2,13,11378,0,27,21-12-2018 10:48,2,21-12-2018 09:44,23,3,3,1
LM_411,03-12-2018 00:24,1,11,22,12,11237,0,7,03-12-2018 09:24,7,03-12-2018 02:33,17,1,1,1
LM_412,03-12-2018 08:16,1,10,34,13,11378,0,27,03-12-2018 17:16,4,03-12-2018 14:02,23,3,3,1
LM_413,20-12-2018 12:03,1,2,31,13,11210,0,7,20-12-2018 21:03,4,21-12-2018 09:59,54,1,1,1
LM_414,25-12-2018 00:17,1,2,27,13,11229,0,7,25-12-2018 09:17,6,25-12-2018 05:10,56,1,1,1
LM_415,28-12-2018 13:51,1,0,29,10,11205,0,7,28-12-2018 22:51,8,28-12-2018 17:13,7,1,1,1
LM_416,22-12-2018 22:54,1,2,27,13,11419,0,43,23-12-2018 07:54,4,23-12-2018 05:16,39,3,3,1
LM_417,26-12-2018 22:53,1,14,23,13,10033,0,30,27-12-2018 07:53,7,27-12-2018 00:02,50,2,2,1
LM_418,17-12-2018 13:32,1,10,34,13,10314,3,45,17-12-2018 22:32,8,17-12-2018 15:12,10,4,4,1
LM_419,28-12-2018 15:15,1,3,41,13,11235,0,7,29-12-2018 00:15,10,28-12-2018 16:42,56,1,1,1
LM_420,02-12-2018 10:31,1,0,19,13,11239,0,7,02-12-2018 19:31,6,02-12-2018 14:19,21,1,1,1
LM_421,24-12-2018 01:53,1,15,5,13,11209,2,7,24-12-2018 10:53,4,24-12-2018 10:46,41,1,1,1
LM_422,03-12-2018 20:57,1,10,2,13,11228,0,7,04-12-2018 05:57,4,04-12-2018 00:19,41,1,1,1
LM_423,10-12-2018 07:50,1,10,3,13,11223,0,7,10-12-2018 16:50,7,10-12-2018 18:15,56,1,1,1
LM_424,20-12-2018 18:05,1,2,27,13,11226,0,7,21-12-2018 03:05,6,20-12-2018 21:30,37,1,1,1
LM_425,04-12-2018 22:36,1,10,15,13,10075,0,30,05-12-2018 07:36,2,05-12-2018 05:26,34,2,2,1
LM_426,27-12-2018 18:09,1,10,15,13,11226,2,7,28-12-2018 03:09,4,27-12-2018 22:12,58,1,1,1
LM_427,19-12-2018 03:05,1,11,22,12,11372,0,22,19-12-2018 12:05,7,19-12-2018 08:50,14,3,3,1
LM_428,12-12-2018 16:04,1,2,31,13,10463,0,6,13-12-2018 01:04,2,12-12-2018 19:30,32,0,0,1
LM_429,17-12-2018 00:28,1,14,22,13,10025,0,30,17-12-2018 09:28,6,17-12-2018 04:50,30,2,2,1
LM_430,16-07-2018 07:29,1,10,2,13,,4,31,16-07-2018 16:29,12,,0,5,5,2
LM_431,02-12-2018 06:21,1,10,2,13,11234,0,7,02-12-2018 15:21,10,02-12-2018 09:58,59,1,1,1
LM_432,10-12-2018 19:45,1,18,11,13,10029,2,30,11-12-2018 04:45,7,11-12-2018 00:15,46,2,2,1
LM_433,16-12-2018 20:57,1,2,27,13,11209,0,7,17-12-2018 05:57,15,17-12-2018 08:07,41,1,1,1
LM_434,06-06-2018 01:12,1,10,10,13,,4,31,06-06-2018 10:12,12,,0,5,5,2
LM_435,08-12-2018 00:31,1,14,22,13,10031,0,30,08-12-2018 09:31,10,08-12-2018 02:20,38,2,2,1
LM_436,01-12-2018 13:53,1,10,3,13,11101,0,26,01-12-2018 22:53,7,01-12-2018 17:01,4,3,3,1
LM_437,05-12-2018 19:56,1,10,34,13,11354,0,16,06-12-2018 04:56,8,06-12-2018 03:55,31,3,3,1
LM_438,09-12-2018 09:17,1,10,37,13,11378,0,27,09-12-2018 18:17,4,09-12-2018 12:23,23,3,3,1
LM_439,24-12-2018 07:00,1,2,31,13,11208,0,7,24-12-2018 16:00,7,24-12-2018 13:07,21,1,1,1
LM_440,19-12-2018 02:15,1,11,22,0,10019,0,30,19-12-2018 11:15,4,19-12-2018 04:53,18,2,2,1
LM_441,28-12-2018 19:20,1,15,5,13,10469,0,6,29-12-2018 04:20,6,30-12-2018 12:36,48,0,0,1
LM_442,07-12-2018 19:23,1,10,15,13,10460,0,6,08-12-2018 04:23,4,07-12-2018 21:16,24,0,0,1
LM_443,15-12-2018 15:57,1,0,26,10,10468,0,6,16-12-2018 00:57,8,16-12-2018 01:04,32,0,0,1
LM_444,12-12-2018 03:03,1,11,23,0,11374,0,36,12-12-2018 12:03,7,12-12-2018 05:07,27,3,3,1
LM_445,07-11-2018 00:30,1,11,22,0,,4,31,07-11-2018 09:30,12,,0,5,5,2
